service_id,vehicle_id,make,model,model_year,service_date,service_month,mileage_at_service,mileage_band,failure_category,repair_cost,days_in_shop,technician_id,service_center_region,warranty_flag,days_since_prev_same_category,is_repeat_repair
418,V-0120,Nissan,Rogue,2019,2025-10-30,2025-10,79537,75k-100k,HVAC,200.91,1,T-17,Midwest,N,244.0,0
417,V-0120,Nissan,Rogue,2019,2025-08-16,2025-08,77616,75k-100k,Suspension,264.43,3,T-05,Northeast,N,,0
420,V-0121,Toyota,RAV4,2022,2025-01-01,2025-01,23362,0-25k,Suspension,456.28,1,T-05,Southeast,Y,,0
421,V-0122,Chevrolet,Malibu,2019,2025-04-06,2025-04,77671,75k-100k,Cooling System,162.25,1,T-05,West,N,,0
422,V-0122,Chevrolet,Malibu,2019,2025-07-31,2025-07,81463,75k-100k,Electrical,728.36,1,T-19,Southwest,N,,0
423,V-0122,Chevrolet,Malibu,2019,2025-09-05,2025-09,82640,75k-100k,Engine,2085.05,3,T-16,West,N,,0
424,V-0122,Chevrolet,Malibu,2019,2025-09-29,2025-09,83546,75k-100k,Suspension,669.26,2,T-19,Northeast,N,,0
425,V-0122,Chevrolet,Malibu,2019,2025-10-15,2025-10,84606,75k-100k,Suspension,580.36,1,T-19,Southwest,N,16.0,1
426,V-0123,Nissan,Rogue,2016,2025-05-19,2025-05,114135,100k-150k,Cooling System,636.47,2,T-05,Midwest,N,,0
427,V-0123,Nissan,Rogue,2016,2025-12-22,2025-12,122075,100k-150k,Electrical,543.78,1,T-03,Southwest,N,,0
428,V-0124,Chevrolet,Silverado,2022,2025-01-24,2025-01,38507,25k-50k,Electrical,471.75,1,T-02,Midwest,Y,,0
429,V-0124,Chevrolet,Silverado,2022,2025-08-01,2025-08,45860,25k-50k,Suspension,227.87,1,T-19,Midwest,Y,,0
430,V-0125,Chevrolet,Equinox,2019,2025-01-14,2025-01,55881,50k-75k,Electrical,805.11,2,T-03,West,N,,0
431,V-0125,Chevrolet,Equinox,2019,2025-02-15,2025-02,57086,50k-75k,Electrical,492.55,1,T-12,Midwest,N,32.0,1
433,V-0125,Chevrolet,Equinox,2019,2025-05-27,2025-05,59739,50k-75k,Engine,2679.62,8,T-10,West,N,,0
434,V-0125,Chevrolet,Equinox,2019,2025-08-22,2025-08,62078,50k-75k,Engine,2724.42,7,T-10,Northeast,N,87.0,1
435,V-0125,Chevrolet,Equinox,2019,2025-09-05,2025-09,62667,50k-75k,Engine,1746.86,4,T-06,West,N,14.0,1
436,V-0125,Chevrolet,Equinox,2019,2025-12-26,2025-12,65845,50k-75k,Engine,1846.21,3,T-09,Northeast,N,112.0,0
432,V-0125,Chevrolet,Equinox,2019,2025-05-05,2025-05,58559,50k-75k,Suspension,358.88,1,T-08,West,N,,0
443,V-0126,Nissan,Altima,2015,2025-11-04,2025-11,156904,150k+,Brakes,312.17,1,T-15,West,N,,0
442,V-0126,Nissan,Altima,2015,2025-08-01,2025-08,152942,150k+,Electrical,718.15,1,T-03,Midwest,N,,0
439,V-0126,Nissan,Altima,2015,2025-04-14,2025-04,147960,100k-150k,Engine,2959.76,6,T-14,Northeast,N,,0
440,V-0126,Nissan,Altima,2015,2025-06-02,2025-06,150405,150k+,Engine,1156.77,2,T-17,Midwest,N,49.0,1
444,V-0126,Nissan,Altima,2015,2025-11-06,2025-11,157077,150k+,Engine,1011.53,1,T-02,Southeast,N,157.0,0
437,V-0126,Nissan,Altima,2015,2025-03-03,2025-03,146340,100k-150k,Suspension,890.92,1,T-03,Southeast,N,,0
438,V-0126,Nissan,Altima,2015,2025-04-05,2025-04,147617,100k-150k,Suspension,558.15,2,T-10,Southeast,N,33.0,1
441,V-0126,Nissan,Altima,2015,2025-06-03,2025-06,150044,150k+,Suspension,253.9,2,T-07,West,N,59.0,1
445,V-0127,Chevrolet,Equinox,2016,2025-03-18,2025-03,122454,100k-150k,Brakes,288.85,1,T-17,Southeast,N,,0
447,V-0127,Chevrolet,Equinox,2016,2025-08-18,2025-08,128483,100k-150k,Electrical,790.34,3,T-17,Southwest,N,,0
448,V-0127,Chevrolet,Equinox,2016,2025-10-19,2025-10,130611,100k-150k,Electrical,615.7,2,T-13,Northeast,N,62.0,1
446,V-0127,Chevrolet,Equinox,2016,2025-06-19,2025-06,125875,100k-150k,Suspension,848.89,1,T-11,Midwest,N,,0
452,V-0128,Nissan,Rogue,2018,2025-11-27,2025-11,106405,100k-150k,Cooling System,396.77,2,T-19,Southeast,N,,0
453,V-0128,Nissan,Rogue,2018,2025-12-08,2025-12,106635,100k-150k,Engine,872.85,3,T-19,Southeast,N,,0
449,V-0128,Nissan,Rogue,2018,2025-03-29,2025-03,97243,75k-100k,HVAC,188.67,1,T-08,Southeast,N,,0
450,V-0128,Nissan,Rogue,2018,2025-07-14,2025-07,101424,100k-150k,Suspension,488.68,1,T-05,West,N,,0
451,V-0128,Nissan,Rogue,2018,2025-08-22,2025-08,103209,100k-150k,Transmission,3485.12,9,T-04,Northeast,N,,0
456,V-0129,Toyota,Corolla,2020,2025-06-20,2025-06,86511,75k-100k,Brakes,272.24,1,T-07,Southeast,N,,0
454,V-0129,Toyota,Corolla,2020,2025-01-22,2025-01,80152,75k-100k,Cooling System,291.53,1,T-17,Northeast,N,,0
457,V-0129,Toyota,Corolla,2020,2025-11-12,2025-11,92321,75k-100k,Cooling System,338.46,1,T-12,Midwest,N,294.0,0
459,V-0129,Toyota,Corolla,2020,2025-12-30,2025-12,94629,75k-100k,Electrical,747.95,2,T-10,Southeast,N,,0
455,V-0129,Toyota,Corolla,2020,2025-05-22,2025-05,85498,75k-100k,Transmission,2208.26,4,T-09,Northeast,N,,0
458,V-0129,Toyota,Corolla,2020,2025-11-20,2025-11,92774,75k-100k,Transmission,2208.26,6,T-09,Southeast,N,182.0,0
462,V-0130,Nissan,Rogue,2018,2025-10-24,2025-10,73503,50k-75k,HVAC,548.75,1,T-02,Southwest,N,,0
460,V-0130,Nissan,Rogue,2018,2025-08-23,2025-08,71746,50k-75k,Suspension,828.63,1,T-20,West,N,,0
461,V-0130,Nissan,Rogue,2018,2025-10-16,2025-10,73213,50k-75k,Suspension,479.18,1,T-02,Midwest,N,54.0,1
464,V-0131,Nissan,Sentra,2016,2025-08-17,2025-08,85872,75k-100k,Engine,1446.9,4,T-01,Southeast,N,,0
465,V-0131,Nissan,Sentra,2016,2025-09-16,2025-09,86751,75k-100k,Engine,1302.84,3,T-10,Southwest,N,30.0,1
463,V-0131,Nissan,Sentra,2016,2025-02-21,2025-02,81495,75k-100k,HVAC,379.13,1,T-19,Midwest,N,,0
466,V-0131,Nissan,Sentra,2016,2025-11-04,2025-11,87771,75k-100k,Suspension,466.52,1,T-07,Southeast,N,,0
468,V-0132,Toyota,RAV4,2019,2025-05-29,2025-05,49945,25k-50k,Electrical,806.5,1,T-19,Midwest,N,,0
467,V-0132,Toyota,RAV4,2019,2025-04-11,2025-04,48693,25k-50k,HVAC,255.0,2,T-14,Southeast,N,,0
470,V-0133,Chevrolet,Silverado,2018,2025-04-16,2025-04,71678,50k-75k,Brakes,328.51,1,T-12,Southwest,N,,0
469,V-0133,Chevrolet,Silverado,2018,2025-03-29,2025-03,71400,50k-75k,Engine,1291.75,2,T-03,Northeast,N,,0
471,V-0133,Chevrolet,Silverado,2018,2025-08-08,2025-08,75356,75k-100k,Suspension,506.45,1,T-10,Midwest,N,,0
476,V-0134,Honda,Accord,2015,2025-12-02,2025-12,120157,100k-150k,Brakes,230.47,1,T-12,Southwest,N,,0
472,V-0134,Honda,Accord,2015,2025-01-15,2025-01,111571,100k-150k,Electrical,685.86,2,T-11,Southeast,N,,0
475,V-0134,Honda,Accord,2015,2025-08-08,2025-08,116862,100k-150k,Engine,1645.04,5,T-20,Midwest,N,,0
473,V-0134,Honda,Accord,2015,2025-02-13,2025-02,112300,100k-150k,Suspension,618.42,1,T-20,West,N,,0
474,V-0134,Honda,Accord,2015,2025-04-22,2025-04,113960,100k-150k,Suspension,683.65,2,T-05,Midwest,N,68.0,1
477,V-0135,Chevrolet,Silverado,2019,2025-09-29,2025-09,64701,50k-75k,HVAC,563.25,2,T-01,Southeast,N,,0
481,V-0136,Toyota,RAV4,2021,2025-06-29,2025-06,48037,25k-50k,Brakes,536.4,1,T-07,West,N,,0
478,V-0136,Toyota,RAV4,2021,2025-04-07,2025-04,45822,25k-50k,Electrical,321.26,1,T-03,Southwest,N,,0
479,V-0136,Toyota,RAV4,2021,2025-05-06,2025-05,46315,25k-50k,Electrical,100.51,1,T-20,West,N,29.0,1
480,V-0136,Toyota,RAV4,2021,2025-05-28,2025-05,46851,25k-50k,HVAC,612.49,1,T-07,West,N,,0
482,V-0136,Toyota,RAV4,2021,2025-10-09,2025-10,51081,50k-75k,Suspension,813.36,2,T-08,Midwest,N,,0
483,V-0136,Toyota,RAV4,2021,2025-11-25,2025-11,52503,50k-75k,Suspension,377.14,1,T-08,Southwest,N,47.0,1
484,V-0136,Toyota,RAV4,2021,2025-12-24,2025-12,52863,50k-75k,Suspension,405.99,1,T-08,West,N,29.0,1
486,V-0138,Toyota,Corolla,2020,2025-12-31,2025-12,55257,50k-75k,Electrical,284.72,1,T-15,Southwest,N,,0
485,V-0138,Toyota,Corolla,2020,2025-11-07,2025-11,53861,50k-75k,Suspension,317.58,1,T-01,Southwest,N,,0
487,V-0139,Nissan,Altima,2017,2025-02-06,2025-02,70093,50k-75k,Electrical,809.07,2,T-19,West,N,,0
488,V-0139,Nissan,Altima,2017,2025-08-03,2025-08,75474,75k-100k,Electrical,293.21,1,T-01,West,N,178.0,0
489,V-0139,Nissan,Altima,2017,2025-12-21,2025-12,78898,75k-100k,Transmission,1191.94,3,T-13,Midwest,N,,0
493,V-0140,Nissan,Rogue,2022,2025-09-09,2025-09,36855,25k-50k,Brakes,268.86,1,T-14,Northeast,Y,,0
492,V-0140,Nissan,Rogue,2022,2025-07-24,2025-07,36219,25k-50k,Electrical,755.99,1,T-07,Northeast,Y,,0
490,V-0140,Nissan,Rogue,2022,2025-03-21,2025-03,32602,25k-50k,Suspension,213.83,1,T-11,West,N,,0
491,V-0140,Nissan,Rogue,2022,2025-05-08,2025-05,34277,25k-50k,Suspension,546.37,1,T-18,Southwest,Y,48.0,1
494,V-0141,Honda,Accord,2023,2025-02-10,2025-02,15226,0-25k,Engine,3142.52,7,T-19,Midwest,N,,0
495,V-0141,Honda,Accord,2023,2025-03-14,2025-03,15863,0-25k,Engine,531.5,1,T-06,Midwest,N,32.0,1
499,V-0141,Honda,Accord,2023,2025-09-30,2025-09,20306,0-25k,Engine,2811.02,8,T-05,West,Y,200.0,0
500,V-0141,Honda,Accord,2023,2025-10-10,2025-10,21009,0-25k,Engine,1425.49,4,T-18,Southwest,N,10.0,1
498,V-0141,Honda,Accord,2023,2025-05-04,2025-05,17258,0-25k,Suspension,663.34,1,T-07,Northeast,N,,0
501,V-0141,Honda,Accord,2023,2025-12-08,2025-12,21681,0-25k,Suspension,353.27,1,T-10,Southwest,N,218.0,0
496,V-0141,Honda,Accord,2023,2025-04-07,2025-04,16434,0-25k,Transmission,2801.62,7,T-07,Southeast,N,,0
497,V-0141,Honda,Accord,2023,2025-04-25,2025-04,17004,0-25k,Transmission,639.8,2,T-03,West,Y,18.0,1
502,V-0142,Toyota,Camry,2022,2025-03-23,2025-03,42248,25k-50k,Electrical,196.23,1,T-11,Southeast,Y,,0
503,V-0142,Toyota,Camry,2022,2025-11-11,2025-11,50487,50k-75k,HVAC,260.28,1,T-04,Midwest,Y,,0
506,V-0143,Nissan,Altima,2017,2025-10-19,2025-10,110635,100k-150k,Cooling System,537.55,1,T-11,Midwest,N,,0
505,V-0143,Nissan,Altima,2017,2025-10-02,2025-10,110480,100k-150k,HVAC,728.75,3,T-19,Northeast,N,,0
504,V-0143,Nissan,Altima,2017,2025-08-10,2025-08,107705,100k-150k,Suspension,937.53,2,T-15,West,N,,0
508,V-0144,Chevrolet,Silverado,2023,2025-11-07,2025-11,44179,25k-50k,Cooling System,205.97,1,T-07,Northeast,Y,,0
509,V-0144,Chevrolet,Silverado,2023,2025-12-23,2025-12,45421,25k-50k,Electrical,749.1,2,T-14,Northeast,N,,0
507,V-0144,Chevrolet,Silverado,2023,2025-06-06,2025-06,37664,25k-50k,HVAC,376.37,1,T-17,Midwest,Y,,0
515,V-0145,Nissan,Rogue,2022,2025-09-02,2025-09,46353,25k-50k,Brakes,215.01,1,T-20,Southeast,N,,0
516,V-0145,Nissan,Rogue,2022,2025-10-01,2025-10,47143,25k-50k,Brakes,525.66,1,T-02,West,Y,29.0,1
517,V-0145,Nissan,Rogue,2022,2025-10-19,2025-10,48580,25k-50k,Cooling System,508.43,1,T-15,Southeast,N,,0
513,V-0145,Nissan,Rogue,2022,2025-04-21,2025-04,41420,25k-50k,Electrical,595.93,1,T-17,Southwest,Y,,0
510,V-0145,Nissan,Rogue,2022,2025-02-02,2025-02,37761,25k-50k,Suspension,761.55,2,T-16,Southeast,N,,0
511,V-0145,Nissan,Rogue,2022,2025-03-14,2025-03,39336,25k-50k,Suspension,910.29,2,T-02,Northeast,N,40.0,1
512,V-0145,Nissan,Rogue,2022,2025-04-01,2025-04,40026,25k-50k,Suspension,602.23,2,T-17,Southwest,N,18.0,1
514,V-0145,Nissan,Rogue,2022,2025-05-16,2025-05,42046,25k-50k,Suspension,625.22,2,T-19,Southwest,N,45.0,1
518,V-0146,Ford,F-150,2016,2025-01-26,2025-01,79383,75k-100k,Electrical,825.76,2,T-17,Southwest,N,,0
519,V-0146,Ford,F-150,2016,2025-02-17,2025-02,79397,75k-100k,Engine,2612.03,5,T-09,Northeast,N,,0
520,V-0146,Ford,F-150,2016,2025-03-30,2025-03,80405,75k-100k,Engine,707.09,1,T-17,Southwest,N,41.0,1
521,V-0146,Ford,F-150,2016,2025-07-17,2025-07,83399,75k-100k,Transmission,2781.35,7,T-15,Southwest,N,,0
524,V-0147,Ford,Explorer,2019,2025-10-16,2025-10,90895,75k-100k,Cooling System,477.12,1,T-14,West,N,,0
522,V-0147,Ford,Explorer,2019,2025-04-11,2025-04,84423,75k-100k,Engine,2177.71,4,T-20,West,N,,0
523,V-0147,Ford,Explorer,2019,2025-06-09,2025-06,86865,75k-100k,Engine,2856.37,6,T-02,Northeast,N,59.0,1
525,V-0147,Ford,Explorer,2019,2025-11-22,2025-11,92424,75k-100k,Engine,2696.82,6,T-06,Midwest,N,166.0,0
527,V-0148,Ford,F-150,2022,2025-06-21,2025-06,42400,25k-50k,Brakes,156.23,1,T-16,West,N,,0
529,V-0148,Ford,F-150,2022,2025-09-25,2025-09,46111,25k-50k,Brakes,198.52,1,T-11,Northeast,Y,96.0,0
531,V-0148,Ford,F-150,2022,2025-10-11,2025-10,47267,25k-50k,Brakes,194.2,1,T-17,Northeast,N,16.0,1
526,V-0148,Ford,F-150,2022,2025-01-27,2025-01,37592,25k-50k,HVAC,339.42,1,T-10,Southwest,Y,,0
528,V-0148,Ford,F-150,2022,2025-08-21,2025-08,45195,25k-50k,HVAC,581.01,1,T-10,Southeast,N,206.0,0
530,V-0148,Ford,F-150,2022,2025-10-01,2025-10,46835,25k-50k,Transmission,1707.92,5,T-05,Southeast,Y,,0
532,V-0148,Ford,F-150,2022,2025-11-20,2025-11,48451,25k-50k,Transmission,1438.95,2,T-05,Southwest,N,50.0,1
533,V-0149,Toyota,Camry,2015,2025-02-11,2025-02,147218,100k-150k,Brakes,240.76,1,T-06,West,N,,0
537,V-0149,Toyota,Camry,2015,2025-08-07,2025-08,153864,150k+,Cooling System,429.03,1,T-14,Southeast,N,,0
535,V-0149,Toyota,Camry,2015,2025-04-11,2025-04,149735,100k-150k,Engine,2448.56,4,T-10,Southwest,N,,0
536,V-0149,Toyota,Camry,2015,2025-06-14,2025-06,151644,150k+,Engine,2131.76,3,T-19,Northeast,N,64.0,1
538,V-0149,Toyota,Camry,2015,2025-08-14,2025-08,154261,150k+,Engine,2387.03,6,T-11,Southeast,N,61.0,1
534,V-0149,Toyota,Camry,2015,2025-03-10,2025-03,148118,100k-150k,Suspension,943.92,3,T-02,Southwest,N,,0
539,V-0150,Chevrolet,Equinox,2019,2025-07-19,2025-07,55170,50k-75k,Engine,3032.69,6,T-11,West,N,,0
540,V-0150,Chevrolet,Equinox,2019,2025-07-27,2025-07,55741,50k-75k,HVAC,182.23,1,T-01,Northeast,N,,0
541,V-0151,Toyota,Camry,2016,2025-02-14,2025-02,137429,100k-150k,Brakes,322.25,1,T-05,Midwest,N,,0
542,V-0151,Toyota,Camry,2016,2025-12-12,2025-12,148936,100k-150k,Brakes,171.23,1,T-10,Southeast,N,301.0,0
543,V-0151,Toyota,Camry,2016,2025-12-26,2025-12,149383,100k-150k,Transmission,1124.76,3,T-09,Northeast,N,,0
546,V-0152,Ford,F-150,2018,2025-07-16,2025-07,59029,50k-75k,Brakes,240.17,1,T-07,Northeast,N,,0
547,V-0152,Ford,F-150,2018,2025-08-29,2025-08,60042,50k-75k,Cooling System,338.79,1,T-18,Southwest,N,,0
544,V-0152,Ford,F-150,2018,2025-03-23,2025-03,56162,50k-75k,Electrical,391.29,1,T-17,Southwest,N,,0
545,V-0152,Ford,F-150,2018,2025-06-21,2025-06,58620,50k-75k,Transmission,2808.44,8,T-08,Midwest,N,,0
548,V-0153,Honda,CR-V,2020,2025-01-22,2025-01,60144,50k-75k,HVAC,625.21,1,T-12,West,N,,0
549,V-0153,Honda,CR-V,2020,2025-05-09,2025-05,63892,50k-75k,Transmission,1796.39,5,T-02,Midwest,N,,0
550,V-0154,Honda,Accord,2022,2025-09-07,2025-09,41017,25k-50k,Brakes,399.94,1,T-09,Southwest,Y,,0
551,V-0154,Honda,Accord,2022,2025-11-28,2025-11,43679,25k-50k,Electrical,134.38,1,T-04,West,Y,,0
552,V-0155,Honda,CR-V,2019,2025-03-28,2025-03,63646,50k-75k,Brakes,634.73,1,T-01,Southeast,N,,0
553,V-0155,Honda,CR-V,2019,2025-06-22,2025-06,66028,50k-75k,Engine,2567.14,7,T-07,Midwest,N,,0
554,V-0155,Honda,CR-V,2019,2025-08-28,2025-08,68092,50k-75k,Engine,1377.46,3,T-12,Southwest,N,67.0,1
555,V-0156,Ford,Explorer,2017,2025-10-01,2025-10,121437,100k-150k,Brakes,215.32,1,T-16,Midwest,N,,0
556,V-0157,Toyota,Camry,2019,2025-04-21,2025-04,71355,50k-75k,Engine,2767.52,7,T-01,West,N,,0
557,V-0158,Nissan,Sentra,2016,2025-02-02,2025-02,71133,50k-75k,Cooling System,617.17,2,T-09,Southeast,N,,0
558,V-0158,Nissan,Sentra,2016,2025-09-17,2025-09,77019,75k-100k,Cooling System,302.24,1,T-03,Northeast,N,227.0,0
559,V-0158,Nissan,Sentra,2016,2025-12-19,2025-12,79297,75k-100k,Electrical,248.8,1,T-17,West,N,,0
563,V-0159,Nissan,Altima,2015,2025-12-03,2025-12,107612,100k-150k,Engine,818.13,2,T-04,Southwest,N,,0
560,V-0159,Nissan,Altima,2015,2025-01-28,2025-01,99191,75k-100k,Suspension,728.95,1,T-08,Northeast,N,,0
561,V-0159,Nissan,Altima,2015,2025-03-21,2025-03,100477,100k-150k,Suspension,529.84,1,T-14,Midwest,N,52.0,1
562,V-0159,Nissan,Altima,2015,2025-04-18,2025-04,101094,100k-150k,Transmission,2900.26,7,T-06,Midwest,N,,0
564,V-0160,Chevrolet,Equinox,2018,2025-12-16,2025-12,96942,75k-100k,Transmission,3091.21,6,T-01,Midwest,N,,0
567,V-0161,Toyota,Corolla,2022,2025-05-30,2025-05,33004,25k-50k,Brakes,418.7,1,T-02,Northeast,N,,0
565,V-0161,Toyota,Corolla,2022,2025-02-21,2025-02,30460,25k-50k,Engine,1231.69,3,T-10,Southwest,N,,0
566,V-0161,Toyota,Corolla,2022,2025-03-31,2025-03,31011,25k-50k,Engine,626.14,3,T-06,West,Y,38.0,1
568,V-0162,Chevrolet,Malibu,2023,2025-10-20,2025-10,22061,0-25k,Brakes,253.69,1,T-13,Southeast,N,,0
569,V-0162,Chevrolet,Malibu,2023,2025-12-17,2025-12,23530,0-25k,Electrical,738.35,1,T-16,Southwest,Y,,0
572,V-0163,Ford,Escape,2016,2025-12-03,2025-12,95280,75k-100k,Engine,2589.69,4,T-05,Southeast,N,,0
570,V-0163,Ford,Escape,2016,2025-06-17,2025-06,91029,75k-100k,HVAC,597.39,1,T-14,Southwest,N,,0
571,V-0163,Ford,Escape,2016,2025-07-07,2025-07,91601,75k-100k,Suspension,468.3,1,T-03,Southwest,N,,0
574,V-0164,Honda,Accord,2020,2025-09-28,2025-09,76659,75k-100k,Brakes,221.67,1,T-12,Northeast,N,,0
573,V-0164,Honda,Accord,2020,2025-03-13,2025-03,69473,50k-75k,Electrical,216.75,1,T-14,Northeast,N,,0
575,V-0165,Ford,Escape,2020,2025-03-05,2025-03,56449,50k-75k,Cooling System,601.4,1,T-13,West,N,,0
576,V-0166,Honda,Accord,2016,2025-12-19,2025-12,112794,100k-150k,Cooling System,567.1,3,T-12,West,N,,0
577,V-0167,Ford,Escape,2023,2025-04-12,2025-04,27833,25k-50k,Brakes,220.64,1,T-17,Southwest,N,,0
578,V-0167,Ford,Escape,2023,2025-06-25,2025-06,30107,25k-50k,Brakes,239.46,1,T-17,West,N,74.0,1
579,V-0167,Ford,Escape,2023,2025-12-18,2025-12,35598,25k-50k,Cooling System,177.69,1,T-01,Northeast,N,,0
582,V-0168,Ford,Explorer,2016,2025-10-15,2025-10,142656,100k-150k,Cooling System,504.07,1,T-18,Southeast,N,,0
581,V-0168,Ford,Explorer,2016,2025-02-09,2025-02,132757,100k-150k,Engine,2092.17,3,T-18,Northeast,N,,0
580,V-0168,Ford,Explorer,2016,2025-01-12,2025-01,131692,100k-150k,Suspension,651.86,1,T-01,West,N,,0
583,V-0169,Chevrolet,Equinox,2017,2025-03-03,2025-03,106366,100k-150k,Brakes,313.56,2,T-05,Southwest,N,,0
585,V-0169,Chevrolet,Equinox,2017,2025-04-14,2025-04,107846,100k-150k,Cooling System,427.83,3,T-19,Northeast,N,,0
584,V-0169,Chevrolet,Equinox,2017,2025-04-05,2025-04,107918,100k-150k,Transmission,3199.74,8,T-03,Southeast,N,,0
586,V-0169,Chevrolet,Equinox,2017,2025-12-08,2025-12,117475,100k-150k,Transmission,1629.36,4,T-11,Southeast,N,247.0,0
587,V-0170,Ford,Explorer,2018,2025-06-11,2025-06,77042,75k-100k,Cooling System,332.15,1,T-02,Southwest,N,,0
589,V-0170,Ford,Explorer,2018,2025-09-19,2025-09,80167,75k-100k,HVAC,539.04,1,T-01,Northeast,N,,0
588,V-0170,Ford,Explorer,2018,2025-08-17,2025-08,79035,75k-100k,Transmission,2842.49,7,T-06,Southwest,N,,0
590,V-0170,Ford,Explorer,2018,2025-12-26,2025-12,83566,75k-100k,Transmission,3054.09,4,T-09,Midwest,N,131.0,0
591,V-0171,Toyota,Camry,2022,2025-02-01,2025-02,38429,25k-50k,Cooling System,599.56,2,T-03,West,Y,,0
593,V-0171,Toyota,Camry,2022,2025-05-30,2025-05,43307,25k-50k,Cooling System,543.2,3,T-01,Midwest,N,118.0,0
594,V-0171,Toyota,Camry,2022,2025-09-15,2025-09,46912,25k-50k,Electrical,190.17,1,T-07,Southwest,Y,,0
595,V-0171,Toyota,Camry,2022,2025-11-07,2025-11,49453,25k-50k,Electrical,745.48,1,T-16,Northeast,Y,53.0,1
596,V-0171,Toyota,Camry,2022,2025-12-13,2025-12,51015,50k-75k,Electrical,668.29,1,T-14,Southwest,Y,36.0,1
592,V-0171,Toyota,Camry,2022,2025-05-07,2025-05,42379,25k-50k,Engine,2790.5,9,T-15,Northeast,Y,,0
598,V-0172,Toyota,Camry,2020,2025-06-10,2025-06,51138,50k-75k,Cooling System,293.55,1,T-07,Southwest,N,,0
599,V-0172,Toyota,Camry,2020,2025-06-13,2025-06,51627,50k-75k,HVAC,330.15,1,T-07,Southeast,N,,0
597,V-0172,Toyota,Camry,2020,2025-04-15,2025-04,49630,25k-50k,Suspension,854.77,2,T-02,Southwest,N,,0
600,V-0172,Toyota,Camry,2020,2025-12-23,2025-12,56925,50k-75k,Suspension,743.61,1,T-20,Southwest,N,252.0,0
602,V-0173,Chevrolet,Malibu,2015,2025-06-20,2025-06,122195,100k-150k,Cooling System,446.6,1,T-04,Northeast,N,,0
601,V-0173,Chevrolet,Malibu,2015,2025-03-26,2025-03,118962,100k-150k,Suspension,313.75,2,T-11,Southeast,N,,0
603,V-0173,Chevrolet,Malibu,2015,2025-08-21,2025-08,124385,100k-150k,Suspension,386.66,1,T-20,Midwest,N,148.0,0
604,V-0173,Chevrolet,Malibu,2015,2025-10-06,2025-10,126195,100k-150k,Suspension,158.23,1,T-18,Northeast,N,46.0,1
607,V-0174,Ford,Explorer,2021,2025-09-15,2025-09,64393,50k-75k,Brakes,312.2,1,T-01,Southwest,N,,0
605,V-0174,Ford,Explorer,2021,2025-06-04,2025-06,60258,50k-75k,Suspension,707.94,2,T-13,Southwest,N,,0
606,V-0174,Ford,Explorer,2021,2025-07-22,2025-07,62418,50k-75k,Suspension,318.01,1,T-13,Southwest,N,48.0,1
608,V-0174,Ford,Explorer,2021,2025-10-01,2025-10,65367,50k-75k,Suspension,289.25,1,T-16,Northeast,N,71.0,1
611,V-0175,Chevrolet,Malibu,2017,2025-03-08,2025-03,90675,75k-100k,Brakes,471.26,1,T-16,Southeast,N,,0
610,V-0175,Chevrolet,Malibu,2017,2025-02-24,2025-02,90184,75k-100k,Engine,2641.72,6,T-10,Southwest,N,,0
613,V-0175,Chevrolet,Malibu,2017,2025-06-10,2025-06,93194,75k-100k,Engine,2503.42,6,T-12,Southwest,N,106.0,0
612,V-0175,Chevrolet,Malibu,2017,2025-03-28,2025-03,91341,75k-100k,HVAC,682.22,1,T-09,Southwest,N,,0
614,V-0175,Chevrolet,Malibu,2017,2025-10-05,2025-10,97223,75k-100k,Suspension,617.5,2,T-06,West,N,,0
615,V-0175,Chevrolet,Malibu,2017,2025-11-11,2025-11,99124,75k-100k,Suspension,723.21,2,T-02,Southeast,N,37.0,1
609,V-0175,Chevrolet,Malibu,2017,2025-01-04,2025-01,88438,75k-100k,Transmission,1233.78,4,T-08,Southeast,N,,0
616,V-0177,Ford,Explorer,2018,2025-08-03,2025-08,80045,75k-100k,Cooling System,697.26,1,T-08,Southeast,N,,0
617,V-0177,Ford,Explorer,2018,2025-09-23,2025-09,81262,75k-100k,Cooling System,651.59,1,T-19,Midwest,N,51.0,1
618,V-0177,Ford,Explorer,2018,2025-11-30,2025-11,83132,75k-100k,HVAC,328.4,1,T-19,Southeast,N,,0
619,V-0178,Toyota,RAV4,2021,2025-01-24,2025-01,45039,25k-50k,Brakes,626.49,1,T-04,Northeast,N,,0
621,V-0178,Toyota,RAV4,2021,2025-06-01,2025-06,48551,25k-50k,Brakes,287.1,2,T-03,Southeast,N,128.0,0
620,V-0178,Toyota,RAV4,2021,2025-01-28,2025-01,44849,25k-50k,Cooling System,459.03,1,T-17,Southwest,N,,0
622,V-0178,Toyota,RAV4,2021,2025-09-19,2025-09,51566,50k-75k,Electrical,867.28,2,T-04,Northeast,N,,0
623,V-0179,Honda,Civic,2021,2025-06-04,2025-06,41234,25k-50k,Electrical,752.72,1,T-11,Midwest,N,,0
624,V-0180,Ford,F-150,2021,2025-07-04,2025-07,43735,25k-50k,Electrical,184.75,1,T-07,Southwest,N,,0
625,V-0180,Ford,F-150,2021,2025-07-04,2025-07,44016,25k-50k,HVAC,584.46,1,T-08,West,N,,0
629,V-0181,Nissan,Rogue,2023,2025-07-02,2025-07,32253,25k-50k,Brakes,304.72,3,T-05,Midwest,Y,,0
626,V-0181,Nissan,Rogue,2023,2025-02-19,2025-02,27621,25k-50k,Cooling System,408.49,1,T-19,Southeast,N,,0
