service_id,vehicle_id,make,model,model_year,service_date,service_month,mileage_at_service,mileage_band,failure_category,repair_cost,days_in_shop,technician_id,service_center_region,warranty_flag
445,V-0127,Chevrolet,Equinox,2016,2025-03-18,2025-03,122454,100k-150k,Brakes,288.85,1,T-17,Southeast,N
446,V-0127,Chevrolet,Equinox,2016,2025-06-19,2025-06,125875,100k-150k,Suspension,848.89,1,T-11,Midwest,N
447,V-0127,Chevrolet,Equinox,2016,2025-08-18,2025-08,128483,100k-150k,Electrical,790.34,3,T-17,Southwest,N
448,V-0127,Chevrolet,Equinox,2016,2025-10-19,2025-10,130611,100k-150k,Electrical,615.7,2,T-13,Northeast,N
449,V-0128,Nissan,Rogue,2018,2025-03-29,2025-03,97243,75k-100k,HVAC,188.67,1,T-08,Southeast,N
450,V-0128,Nissan,Rogue,2018,2025-07-14,2025-07,101424,100k-150k,Suspension,488.68,1,T-05,West,N
451,V-0128,Nissan,Rogue,2018,2025-08-22,2025-08,103209,100k-150k,Transmission,3485.12,9,T-04,Northeast,N
452,V-0128,Nissan,Rogue,2018,2025-11-27,2025-11,106405,100k-150k,Cooling System,396.77,2,T-19,Southeast,N
453,V-0128,Nissan,Rogue,2018,2025-12-08,2025-12,106635,100k-150k,Engine,872.85,3,T-19,Southeast,N
454,V-0129,Toyota,Corolla,2020,2025-01-22,2025-01,80152,75k-100k,Cooling System,291.53,1,T-17,Northeast,N
455,V-0129,Toyota,Corolla,2020,2025-05-22,2025-05,85498,75k-100k,Transmission,2208.26,4,T-09,Northeast,N
456,V-0129,Toyota,Corolla,2020,2025-06-20,2025-06,86511,75k-100k,Brakes,272.24,1,T-07,Southeast,N
457,V-0129,Toyota,Corolla,2020,2025-11-12,2025-11,92321,75k-100k,Cooling System,338.46,1,T-12,Midwest,N
458,V-0129,Toyota,Corolla,2020,2025-11-20,2025-11,92774,75k-100k,Transmission,2208.26,6,T-09,Southeast,N
459,V-0129,Toyota,Corolla,2020,2025-12-30,2025-12,94629,75k-100k,Electrical,747.95,2,T-10,Southeast,N
460,V-0130,Nissan,Rogue,2018,2025-08-23,2025-08,71746,50k-75k,Suspension,828.63,1,T-20,West,N
461,V-0130,Nissan,Rogue,2018,2025-10-16,2025-10,73213,50k-75k,Suspension,479.18,1,T-02,Midwest,N
462,V-0130,Nissan,Rogue,2018,2025-10-24,2025-10,73503,50k-75k,HVAC,548.75,1,T-02,Southwest,N
463,V-0131,Nissan,Sentra,2016,2025-02-21,2025-02,81495,75k-100k,HVAC,379.13,1,T-19,Midwest,N
464,V-0131,Nissan,Sentra,2016,2025-08-17,2025-08,85872,75k-100k,Engine,1446.9,4,T-01,Southeast,N
465,V-0131,Nissan,Sentra,2016,2025-09-16,2025-09,86751,75k-100k,Engine,1302.84,3,T-10,Southwest,N
466,V-0131,Nissan,Sentra,2016,2025-11-04,2025-11,87771,75k-100k,Suspension,466.52,1,T-07,Southeast,N
467,V-0132,Toyota,RAV4,2019,2025-04-11,2025-04,48693,25k-50k,HVAC,255.0,2,T-14,Southeast,N
468,V-0132,Toyota,RAV4,2019,2025-05-29,2025-05,49945,25k-50k,Electrical,806.5,1,T-19,Midwest,N
469,V-0133,Chevrolet,Silverado,2018,2025-03-29,2025-03,71400,50k-75k,Engine,1291.75,2,T-03,Northeast,N
470,V-0133,Chevrolet,Silverado,2018,2025-04-16,2025-04,71678,50k-75k,Brakes,328.51,1,T-12,Southwest,N
471,V-0133,Chevrolet,Silverado,2018,2025-08-08,2025-08,75356,75k-100k,Suspension,506.45,1,T-10,Midwest,N
472,V-0134,Honda,Accord,2015,2025-01-15,2025-01,111571,100k-150k,Electrical,685.86,2,T-11,Southeast,N
473,V-0134,Honda,Accord,2015,2025-02-13,2025-02,112300,100k-150k,Suspension,618.42,1,T-20,West,N
474,V-0134,Honda,Accord,2015,2025-04-22,2025-04,113960,100k-150k,Suspension,683.65,2,T-05,Midwest,N
475,V-0134,Honda,Accord,2015,2025-08-08,2025-08,116862,100k-150k,Engine,1645.04,5,T-20,Midwest,N
476,V-0134,Honda,Accord,2015,2025-12-02,2025-12,120157,100k-150k,Brakes,230.47,1,T-12,Southwest,N
477,V-0135,Chevrolet,Silverado,2019,2025-09-29,2025-09,64701,50k-75k,HVAC,563.25,2,T-01,Southeast,N
478,V-0136,Toyota,RAV4,2021,2025-04-07,2025-04,45822,25k-50k,Electrical,321.26,1,T-03,Southwest,N
479,V-0136,Toyota,RAV4,2021,2025-05-06,2025-05,46315,25k-50k,Electrical,100.51,1,T-20,West,N
480,V-0136,Toyota,RAV4,2021,2025-05-28,2025-05,46851,25k-50k,HVAC,612.49,1,T-07,West,N
481,V-0136,Toyota,RAV4,2021,2025-06-29,2025-06,48037,25k-50k,Brakes,536.4,1,T-07,West,N
482,V-0136,Toyota,RAV4,2021,2025-10-09,2025-10,51081,50k-75k,Suspension,813.36,2,T-08,Midwest,N
483,V-0136,Toyota,RAV4,2021,2025-11-25,2025-11,52503,50k-75k,Suspension,377.14,1,T-08,Southwest,N
484,V-0136,Toyota,RAV4,2021,2025-12-24,2025-12,52863,50k-75k,Suspension,405.99,1,T-08,West,N
485,V-0138,Toyota,Corolla,2020,2025-11-07,2025-11,53861,50k-75k,Suspension,317.58,1,T-01,Southwest,N
486,V-0138,Toyota,Corolla,2020,2025-12-31,2025-12,55257,50k-75k,Electrical,284.72,1,T-15,Southwest,N
487,V-0139,Nissan,Altima,2017,2025-02-06,2025-02,70093,50k-75k,Electrical,809.07,2,T-19,West,N
488,V-0139,Nissan,Altima,2017,2025-08-03,2025-08,75474,75k-100k,Electrical,293.21,1,T-01,West,N
489,V-0139,Nissan,Altima,2017,2025-12-21,2025-12,78898,75k-100k,Transmission,1191.94,3,T-13,Midwest,N
490,V-0140,Nissan,Rogue,2022,2025-03-21,2025-03,32602,25k-50k,Suspension,213.83,1,T-11,West,N
491,V-0140,Nissan,Rogue,2022,2025-05-08,2025-05,34277,25k-50k,Suspension,546.37,1,T-18,Southwest,Y
492,V-0140,Nissan,Rogue,2022,2025-07-24,2025-07,36219,25k-50k,Electrical,755.99,1,T-07,Northeast,Y
493,V-0140,Nissan,Rogue,2022,2025-09-09,2025-09,36855,25k-50k,Brakes,268.86,1,T-14,Northeast,Y
494,V-0141,Honda,Accord,2023,2025-02-10,2025-02,15226,0-25k,Engine,3142.52,7,T-19,Midwest,N
495,V-0141,Honda,Accord,2023,2025-03-14,2025-03,15863,0-25k,Engine,531.5,1,T-06,Midwest,N
496,V-0141,Honda,Accord,2023,2025-04-07,2025-04,16434,0-25k,Transmission,2801.62,7,T-07,Southeast,N
497,V-0141,Honda,Accord,2023,2025-04-25,2025-04,17004,0-25k,Transmission,639.8,2,T-03,West,Y
498,V-0141,Honda,Accord,2023,2025-05-04,2025-05,17258,0-25k,Suspension,663.34,1,T-07,Northeast,N
499,V-0141,Honda,Accord,2023,2025-09-30,2025-09,20306,0-25k,Engine,2811.02,8,T-05,West,Y
500,V-0141,Honda,Accord,2023,2025-10-10,2025-10,21009,0-25k,Engine,1425.49,4,T-18,Southwest,N
501,V-0141,Honda,Accord,2023,2025-12-08,2025-12,21681,0-25k,Suspension,353.27,1,T-10,Southwest,N
502,V-0142,Toyota,Camry,2022,2025-03-23,2025-03,42248,25k-50k,Electrical,196.23,1,T-11,Southeast,Y
503,V-0142,Toyota,Camry,2022,2025-11-11,2025-11,50487,50k-75k,HVAC,260.28,1,T-04,Midwest,Y
504,V-0143,Nissan,Altima,2017,2025-08-10,2025-08,107705,100k-150k,Suspension,937.53,2,T-15,West,N
505,V-0143,Nissan,Altima,2017,2025-10-02,2025-10,110480,100k-150k,HVAC,728.75,3,T-19,Northeast,N
506,V-0143,Nissan,Altima,2017,2025-10-19,2025-10,110635,100k-150k,Cooling System,537.55,1,T-11,Midwest,N
507,V-0144,Chevrolet,Silverado,2023,2025-06-06,2025-06,37664,25k-50k,HVAC,376.37,1,T-17,Midwest,Y
508,V-0144,Chevrolet,Silverado,2023,2025-11-07,2025-11,44179,25k-50k,Cooling System,205.97,1,T-07,Northeast,Y
509,V-0144,Chevrolet,Silverado,2023,2025-12-23,2025-12,45421,25k-50k,Electrical,749.1,2,T-14,Northeast,N
510,V-0145,Nissan,Rogue,2022,2025-02-02,2025-02,37761,25k-50k,Suspension,761.55,2,T-16,Southeast,N
511,V-0145,Nissan,Rogue,2022,2025-03-14,2025-03,39336,25k-50k,Suspension,910.29,2,T-02,Northeast,N
512,V-0145,Nissan,Rogue,2022,2025-04-01,2025-04,40026,25k-50k,Suspension,602.23,2,T-17,Southwest,N
513,V-0145,Nissan,Rogue,2022,2025-04-21,2025-04,41420,25k-50k,Electrical,595.93,1,T-17,Southwest,Y
514,V-0145,Nissan,Rogue,2022,2025-05-16,2025-05,42046,25k-50k,Suspension,625.22,2,T-19,Southwest,N
515,V-0145,Nissan,Rogue,2022,2025-09-02,2025-09,46353,25k-50k,Brakes,215.01,1,T-20,Southeast,N
516,V-0145,Nissan,Rogue,2022,2025-10-01,2025-10,47143,25k-50k,Brakes,525.66,1,T-02,West,Y
517,V-0145,Nissan,Rogue,2022,2025-10-19,2025-10,48580,25k-50k,Cooling System,508.43,1,T-15,Southeast,N
518,V-0146,Ford,F-150,2016,2025-01-26,2025-01,79383,75k-100k,Electrical,825.76,2,T-17,Southwest,N
519,V-0146,Ford,F-150,2016,2025-02-17,2025-02,79397,75k-100k,Engine,2612.03,5,T-09,Northeast,N
520,V-0146,Ford,F-150,2016,2025-03-30,2025-03,80405,75k-100k,Engine,707.09,1,T-17,Southwest,N
521,V-0146,Ford,F-150,2016,2025-07-17,2025-07,83399,75k-100k,Transmission,2781.35,7,T-15,Southwest,N
522,V-0147,Ford,Explorer,2019,2025-04-11,2025-04,84423,75k-100k,Engine,2177.71,4,T-20,West,N
523,V-0147,Ford,Explorer,2019,2025-06-09,2025-06,86865,75k-100k,Engine,2856.37,6,T-02,Northeast,N
524,V-0147,Ford,Explorer,2019,2025-10-16,2025-10,90895,75k-100k,Cooling System,477.12,1,T-14,West,N
525,V-0147,Ford,Explorer,2019,2025-11-22,2025-11,92424,75k-100k,Engine,2696.82,6,T-06,Midwest,N
526,V-0148,Ford,F-150,2022,2025-01-27,2025-01,37592,25k-50k,HVAC,339.42,1,T-10,Southwest,Y
527,V-0148,Ford,F-150,2022,2025-06-21,2025-06,42400,25k-50k,Brakes,156.23,1,T-16,West,N
528,V-0148,Ford,F-150,2022,2025-08-21,2025-08,45195,25k-50k,HVAC,581.01,1,T-10,Southeast,N
529,V-0148,Ford,F-150,2022,2025-09-25,2025-09,46111,25k-50k,Brakes,198.52,1,T-11,Northeast,Y
530,V-0148,Ford,F-150,2022,2025-10-01,2025-10,46835,25k-50k,Transmission,1707.92,5,T-05,Southeast,Y
531,V-0148,Ford,F-150,2022,2025-10-11,2025-10,47267,25k-50k,Brakes,194.2,1,T-17,Northeast,N
532,V-0148,Ford,F-150,2022,2025-11-20,2025-11,48451,25k-50k,Transmission,1438.95,2,T-05,Southwest,N
533,V-0149,Toyota,Camry,2015,2025-02-11,2025-02,147218,100k-150k,Brakes,240.76,1,T-06,West,N
534,V-0149,Toyota,Camry,2015,2025-03-10,2025-03,148118,100k-150k,Suspension,943.92,3,T-02,Southwest,N
535,V-0149,Toyota,Camry,2015,2025-04-11,2025-04,149735,100k-150k,Engine,2448.56,4,T-10,Southwest,N
536,V-0149,Toyota,Camry,2015,2025-06-14,2025-06,151644,150k+,Engine,2131.76,3,T-19,Northeast,N
537,V-0149,Toyota,Camry,2015,2025-08-07,2025-08,153864,150k+,Cooling System,429.03,1,T-14,Southeast,N
538,V-0149,Toyota,Camry,2015,2025-08-14,2025-08,154261,150k+,Engine,2387.03,6,T-11,Southeast,N
539,V-0150,Chevrolet,Equinox,2019,2025-07-19,2025-07,55170,50k-75k,Engine,3032.69,6,T-11,West,N
540,V-0150,Chevrolet,Equinox,2019,2025-07-27,2025-07,55741,50k-75k,HVAC,182.23,1,T-01,Northeast,N
541,V-0151,Toyota,Camry,2016,2025-02-14,2025-02,137429,100k-150k,Brakes,322.25,1,T-05,Midwest,N
542,V-0151,Toyota,Camry,2016,2025-12-12,2025-12,148936,100k-150k,Brakes,171.23,1,T-10,Southeast,N
543,V-0151,Toyota,Camry,2016,2025-12-26,2025-12,149383,100k-150k,Transmission,1124.76,3,T-09,Northeast,N
544,V-0152,Ford,F-150,2018,2025-03-23,2025-03,56162,50k-75k,Electrical,391.29,1,T-17,Southwest,N
545,V-0152,Ford,F-150,2018,2025-06-21,2025-06,58620,50k-75k,Transmission,2808.44,8,T-08,Midwest,N
546,V-0152,Ford,F-150,2018,2025-07-16,2025-07,59029,50k-75k,Brakes,240.17,1,T-07,Northeast,N
547,V-0152,Ford,F-150,2018,2025-08-29,2025-08,60042,50k-75k,Cooling System,338.79,1,T-18,Southwest,N
548,V-0153,Honda,CR-V,2020,2025-01-22,2025-01,60144,50k-75k,HVAC,625.21,1,T-12,West,N
549,V-0153,Honda,CR-V,2020,2025-05-09,2025-05,63892,50k-75k,Transmission,1796.39,5,T-02,Midwest,N
550,V-0154,Honda,Accord,2022,2025-09-07,2025-09,41017,25k-50k,Brakes,399.94,1,T-09,Southwest,Y
551,V-0154,Honda,Accord,2022,2025-11-28,2025-11,43679,25k-50k,Electrical,134.38,1,T-04,West,Y
552,V-0155,Honda,CR-V,2019,2025-03-28,2025-03,63646,50k-75k,Brakes,634.73,1,T-01,Southeast,N
553,V-0155,Honda,CR-V,2019,2025-06-22,2025-06,66028,50k-75k,Engine,2567.14,7,T-07,Midwest,N
554,V-0155,Honda,CR-V,2019,2025-08-28,2025-08,68092,50k-75k,Engine,1377.46,3,T-12,Southwest,N
555,V-0156,Ford,Explorer,2017,2025-10-01,2025-10,121437,100k-150k,Brakes,215.32,1,T-16,Midwest,N
556,V-0157,Toyota,Camry,2019,2025-04-21,2025-04,71355,50k-75k,Engine,2767.52,7,T-01,West,N
557,V-0158,Nissan,Sentra,2016,2025-02-02,2025-02,71133,50k-75k,Cooling System,617.17,2,T-09,Southeast,N
558,V-0158,Nissan,Sentra,2016,2025-09-17,2025-09,77019,75k-100k,Cooling System,302.24,1,T-03,Northeast,N
559,V-0158,Nissan,Sentra,2016,2025-12-19,2025-12,79297,75k-100k,Electrical,248.8,1,T-17,West,N
560,V-0159,Nissan,Altima,2015,2025-01-28,2025-01,99191,75k-100k,Suspension,728.95,1,T-08,Northeast,N
561,V-0159,Nissan,Altima,2015,2025-03-21,2025-03,100477,100k-150k,Suspension,529.84,1,T-14,Midwest,N
562,V-0159,Nissan,Altima,2015,2025-04-18,2025-04,101094,100k-150k,Transmission,2900.26,7,T-06,Midwest,N
563,V-0159,Nissan,Altima,2015,2025-12-03,2025-12,107612,100k-150k,Engine,818.13,2,T-04,Southwest,N
564,V-0160,Chevrolet,Equinox,2018,2025-12-16,2025-12,96942,75k-100k,Transmission,3091.21,6,T-01,Midwest,N
565,V-0161,Toyota,Corolla,2022,2025-02-21,2025-02,30460,25k-50k,Engine,1231.69,3,T-10,Southwest,N
566,V-0161,Toyota,Corolla,2022,2025-03-31,2025-03,31011,25k-50k,Engine,626.14,3,T-06,West,Y
567,V-0161,Toyota,Corolla,2022,2025-05-30,2025-05,33004,25k-50k,Brakes,418.7,1,T-02,Northeast,N
568,V-0162,Chevrolet,Malibu,2023,2025-10-20,2025-10,22061,0-25k,Brakes,253.69,1,T-13,Southeast,N
569,V-0162,Chevrolet,Malibu,2023,2025-12-17,2025-12,23530,0-25k,Electrical,738.35,1,T-16,Southwest,Y
570,V-0163,Ford,Escape,2016,2025-06-17,2025-06,91029,75k-100k,HVAC,597.39,1,T-14,Southwest,N
571,V-0163,Ford,Escape,2016,2025-07-07,2025-07,91601,75k-100k,Suspension,468.3,1,T-03,Southwest,N
572,V-0163,Ford,Escape,2016,2025-12-03,2025-12,95280,75k-100k,Engine,2589.69,4,T-05,Southeast,N
573,V-0164,Honda,Accord,2020,2025-03-13,2025-03,69473,50k-75k,Electrical,216.75,1,T-14,Northeast,N
574,V-0164,Honda,Accord,2020,2025-09-28,2025-09,76659,75k-100k,Brakes,221.67,1,T-12,Northeast,N
575,V-0165,Ford,Escape,2020,2025-03-05,2025-03,56449,50k-75k,Cooling System,601.4,1,T-13,West,N
576,V-0166,Honda,Accord,2016,2025-12-19,2025-12,112794,100k-150k,Cooling System,567.1,3,T-12,West,N
577,V-0167,Ford,Escape,2023,2025-04-12,2025-04,27833,25k-50k,Brakes,220.64,1,T-17,Southwest,N
578,V-0167,Ford,Escape,2023,2025-06-25,2025-06,30107,25k-50k,Brakes,239.46,1,T-17,West,N
579,V-0167,Ford,Escape,2023,2025-12-18,2025-12,35598,25k-50k,Cooling System,177.69,1,T-01,Northeast,N
580,V-0168,Ford,Explorer,2016,2025-01-12,2025-01,131692,100k-150k,Suspension,651.86,1,T-01,West,N
581,V-0168,Ford,Explorer,2016,2025-02-09,2025-02,132757,100k-150k,Engine,2092.17,3,T-18,Northeast,N
582,V-0168,Ford,Explorer,2016,2025-10-15,2025-10,142656,100k-150k,Cooling System,504.07,1,T-18,Southeast,N
583,V-0169,Chevrolet,Equinox,2017,2025-03-03,2025-03,106366,100k-150k,Brakes,313.56,2,T-05,Southwest,N
584,V-0169,Chevrolet,Equinox,2017,2025-04-05,2025-04,107918,100k-150k,Transmission,3199.74,8,T-03,Southeast,N
585,V-0169,Chevrolet,Equinox,2017,2025-04-14,2025-04,107846,100k-150k,Cooling System,427.83,3,T-19,Northeast,N
586,V-0169,Chevrolet,Equinox,2017,2025-12-08,2025-12,117475,100k-150k,Transmission,1629.36,4,T-11,Southeast,N
587,V-0170,Ford,Explorer,2018,2025-06-11,2025-06,77042,75k-100k,Cooling System,332.15,1,T-02,Southwest,N
588,V-0170,Ford,Explorer,2018,2025-08-17,2025-08,79035,75k-100k,Transmission,2842.49,7,T-06,Southwest,N
589,V-0170,Ford,Explorer,2018,2025-09-19,2025-09,80167,75k-100k,HVAC,539.04,1,T-01,Northeast,N
590,V-0170,Ford,Explorer,2018,2025-12-26,2025-12,83566,75k-100k,Transmission,3054.09,4,T-09,Midwest,N
591,V-0171,Toyota,Camry,2022,2025-02-01,2025-02,38429,25k-50k,Cooling System,599.56,2,T-03,West,Y
592,V-0171,Toyota,Camry,2022,2025-05-07,2025-05,42379,25k-50k,Engine,2790.5,9,T-15,Northeast,Y
593,V-0171,Toyota,Camry,2022,2025-05-30,2025-05,43307,25k-50k,Cooling System,543.2,3,T-01,Midwest,N
594,V-0171,Toyota,Camry,2022,2025-09-15,2025-09,46912,25k-50k,Electrical,190.17,1,T-07,Southwest,Y
595,V-0171,Toyota,Camry,2022,2025-11-07,2025-11,49453,25k-50k,Electrical,745.48,1,T-16,Northeast,Y
596,V-0171,Toyota,Camry,2022,2025-12-13,2025-12,51015,50k-75k,Electrical,668.29,1,T-14,Southwest,Y
597,V-0172,Toyota,Camry,2020,2025-04-15,2025-04,49630,25k-50k,Suspension,854.77,2,T-02,Southwest,N
598,V-0172,Toyota,Camry,2020,2025-06-10,2025-06,51138,50k-75k,Cooling System,293.55,1,T-07,Southwest,N
599,V-0172,Toyota,Camry,2020,2025-06-13,2025-06,51627,50k-75k,HVAC,330.15,1,T-07,Southeast,N
600,V-0172,Toyota,Camry,2020,2025-12-23,2025-12,56925,50k-75k,Suspension,743.61,1,T-20,Southwest,N
601,V-0173,Chevrolet,Malibu,2015,2025-03-26,2025-03,118962,100k-150k,Suspension,313.75,2,T-11,Southeast,N
602,V-0173,Chevrolet,Malibu,2015,2025-06-20,2025-06,122195,100k-150k,Cooling System,446.6,1,T-04,Northeast,N
603,V-0173,Chevrolet,Malibu,2015,2025-08-21,2025-08,124385,100k-150k,Suspension,386.66,1,T-20,Midwest,N
604,V-0173,Chevrolet,Malibu,2015,2025-10-06,2025-10,126195,100k-150k,Suspension,158.23,1,T-18,Northeast,N
605,V-0174,Ford,Explorer,2021,2025-06-04,2025-06,60258,50k-75k,Suspension,707.94,2,T-13,Southwest,N
606,V-0174,Ford,Explorer,2021,2025-07-22,2025-07,62418,50k-75k,Suspension,318.01,1,T-13,Southwest,N
607,V-0174,Ford,Explorer,2021,2025-09-15,2025-09,64393,50k-75k,Brakes,312.2,1,T-01,Southwest,N
608,V-0174,Ford,Explorer,2021,2025-10-01,2025-10,65367,50k-75k,Suspension,289.25,1,T-16,Northeast,N
609,V-0175,Chevrolet,Malibu,2017,2025-01-04,2025-01,88438,75k-100k,Transmission,1233.78,4,T-08,Southeast,N
610,V-0175,Chevrolet,Malibu,2017,2025-02-24,2025-02,90184,75k-100k,Engine,2641.72,6,T-10,Southwest,N
611,V-0175,Chevrolet,Malibu,2017,2025-03-08,2025-03,90675,75k-100k,Brakes,471.26,1,T-16,Southeast,N
612,V-0175,Chevrolet,Malibu,2017,2025-03-28,2025-03,91341,75k-100k,HVAC,682.22,1,T-09,Southwest,N
613,V-0175,Chevrolet,Malibu,2017,2025-06-10,2025-06,93194,75k-100k,Engine,2503.42,6,T-12,Southwest,N
614,V-0175,Chevrolet,Malibu,2017,2025-10-05,2025-10,97223,75k-100k,Suspension,617.5,2,T-06,West,N
615,V-0175,Chevrolet,Malibu,2017,2025-11-11,2025-11,99124,75k-100k,Suspension,723.21,2,T-02,Southeast,N
616,V-0177,Ford,Explorer,2018,2025-08-03,2025-08,80045,75k-100k,Cooling System,697.26,1,T-08,Southeast,N
617,V-0177,Ford,Explorer,2018,2025-09-23,2025-09,81262,75k-100k,Cooling System,651.59,1,T-19,Midwest,N
618,V-0177,Ford,Explorer,2018,2025-11-30,2025-11,83132,75k-100k,HVAC,328.4,1,T-19,Southeast,N
619,V-0178,Toyota,RAV4,2021,2025-01-24,2025-01,45039,25k-50k,Brakes,626.49,1,T-04,Northeast,N
620,V-0178,Toyota,RAV4,2021,2025-01-28,2025-01,44849,25k-50k,Cooling System,459.03,1,T-17,Southwest,N
621,V-0178,Toyota,RAV4,2021,2025-06-01,2025-06,48551,25k-50k,Brakes,287.1,2,T-03,Southeast,N
622,V-0178,Toyota,RAV4,2021,2025-09-19,2025-09,51566,50k-75k,Electrical,867.28,2,T-04,Northeast,N
623,V-0179,Honda,Civic,2021,2025-06-04,2025-06,41234,25k-50k,Electrical,752.72,1,T-11,Midwest,N
624,V-0180,Ford,F-150,2021,2025-07-04,2025-07,43735,25k-50k,Electrical,184.75,1,T-07,Southwest,N
625,V-0180,Ford,F-150,2021,2025-07-04,2025-07,44016,25k-50k,HVAC,584.46,1,T-08,West,N
626,V-0181,Nissan,Rogue,2023,2025-02-19,2025-02,27621,25k-50k,Cooling System,408.49,1,T-19,Southeast,N
627,V-0181,Nissan,Rogue,2023,2025-04-01,2025-04,28566,25k-50k,Engine,3133.14,9,T-09,Southeast,N
628,V-0181,Nissan,Rogue,2023,2025-04-23,2025-04,29763,25k-50k,HVAC,375.34,1,T-17,Northeast,Y
629,V-0181,Nissan,Rogue,2023,2025-07-02,2025-07,32253,25k-50k,Brakes,304.72,3,T-05,Midwest,Y
630,V-0181,Nissan,Rogue,2023,2025-09-18,2025-09,34767,25k-50k,Cooling System,634.29,1,T-13,Midwest,N
631,V-0182,Nissan,Rogue,2020,2025-02-07,2025-02,44631,25k-50k,Cooling System,419.44,1,T-16,Midwest,N
632,V-0182,Nissan,Rogue,2020,2025-02-13,2025-02,44586,25k-50k,Brakes,559.54,1,T-01,Northeast,N
633,V-0182,Nissan,Rogue,2020,2025-05-04,2025-05,46788,25k-50k,Engine,1195.75,3,T-05,Southwest,N
634,V-0182,Nissan,Rogue,2020,2025-12-09,2025-12,52397,50k-75k,HVAC,373.2,3,T-01,Midwest,N
635,V-0182,Nissan,Rogue,2020,2025-12-26,2025-12,52558,50k-75k,HVAC,239.07,1,T-05,West,N
636,V-0183,Nissan,Sentra,2017,2025-02-27,2025-02,72723,50k-75k,Brakes,302.46,1,T-19,Midwest,N
637,V-0183,Nissan,Sentra,2017,2025-12-28,2025-12,79605,75k-100k,HVAC,247.91,1,T-15,Midwest,N
638,V-0184,Toyota,Corolla,2019,2025-02-08,2025-02,62258,50k-75k,Transmission,2163.52,6,T-03,Midwest,N
639,V-0185,Honda,Civic,2017,2025-03-24,2025-03,105268,100k-150k,HVAC,551.07,1,T-16,Southwest,N
640,V-0185,Honda,Civic,2017,2025-10-12,2025-10,113614,100k-150k,HVAC,667.1,1,T-17,Southeast,N
641,V-0185,Honda,Civic,2017,2025-12-21,2025-12,116277,100k-150k,Brakes,247.0,1,T-07,Midwest,N
642,V-0186,Chevrolet,Malibu,2016,2025-06-05,2025-06,93418,75k-100k,Engine,2043.84,4,T-08,Northeast,N
643,V-0186,Chevrolet,Malibu,2016,2025-07-16,2025-07,94998,75k-100k,Suspension,803.53,1,T-04,Southeast,N
644,V-0186,Chevrolet,Malibu,2016,2025-09-08,2025-09,96196,75k-100k,Engine,2943.21,6,T-11,Midwest,N
645,V-0186,Chevrolet,Malibu,2016,2025-11-05,2025-11,98018,75k-100k,Cooling System,420.87,1,T-08,Southeast,N
646,V-0187,Nissan,Sentra,2021,2025-03-29,2025-03,43523,25k-50k,Suspension,296.14,2,T-19,Midwest,N
647,V-0187,Nissan,Sentra,2021,2025-04-02,2025-04,43751,25k-50k,Engine,788.47,1,T-14,Southeast,N
648,V-0187,Nissan,Sentra,2021,2025-09-30,2025-09,49208,25k-50k,Electrical,394.47,1,T-06,Southwest,N
649,V-0188,Honda,Civic,2022,2025-02-04,2025-02,44751,25k-50k,Brakes,644.72,1,T-19,Southwest,Y
650,V-0188,Honda,Civic,2022,2025-06-23,2025-06,50229,50k-75k,Electrical,645.29,3,T-04,West,N
651,V-0188,Honda,Civic,2022,2025-06-30,2025-06,50529,50k-75k,HVAC,393.9,2,T-18,Midwest,Y
652,V-0189,Ford,Escape,2018,2025-03-12,2025-03,97494,75k-100k,Brakes,405.16,1,T-07,Northeast,N
653,V-0189,Ford,Escape,2018,2025-05-08,2025-05,99233,75k-100k,HVAC,601.04,1,T-20,West,N
654,V-0189,Ford,Escape,2018,2025-06-28,2025-06,101205,100k-150k,Brakes,385.94,1,T-05,Midwest,N
655,V-0189,Ford,Escape,2018,2025-08-18,2025-08,103408,100k-150k,Suspension,585.74,2,T-13,Midwest,N
656,V-0189,Ford,Escape,2018,2025-08-28,2025-08,103328,100k-150k,Suspension,263.87,1,T-03,Southwest,N
657,V-0191,Nissan,Sentra,2023,2025-09-29,2025-09,38331,25k-50k,HVAC,579.33,1,T-05,Northeast,N
658,V-0192,Ford,Explorer,2021,2025-05-03,2025-05,61304,50k-75k,Engine,2135.74,4,T-06,West,N
659,V-0192,Ford,Explorer,2021,2025-10-18,2025-10,67517,50k-75k,Engine,3104.54,8,T-01,Midwest,N
660,V-0192,Ford,Explorer,2021,2025-12-18,2025-12,70509,50k-75k,Engine,2131.26,4,T-06,Midwest,N
661,V-0192,Ford,Explorer,2021,2025-12-25,2025-12,70416,50k-75k,HVAC,524.86,2,T-01,West,N
662,V-0193,Ford,Explorer,2017,2025-10-27,2025-10,115989,100k-150k,Engine,1378.47,4,T-20,Midwest,N
663,V-0194,Honda,Accord,2020,2025-02-28,2025-02,59196,50k-75k,Brakes,589.48,1,T-01,West,N
664,V-0194,Honda,Accord,2020,2025-10-05,2025-10,66719,50k-75k,Suspension,515.79,1,T-03,Midwest,N
665,V-0195,Ford,F-150,2015,2025-10-20,2025-10,127357,100k-150k,Transmission,3124.24,8,T-07,Midwest,N
666,V-0195,Ford,F-150,2015,2025-11-06,2025-11,128465,100k-150k,Transmission,745.37,1,T-19,Southwest,N
667,V-0195,Ford,F-150,2015,2025-12-05,2025-12,128420,100k-150k,Brakes,470.53,1,T-02,Northeast,N
